object_name,category,item_name,item_type,item_description,default_value
[dbo].[SelectedEvents],Output,EventID,INT,Surrogate key from EventsFact.,
[dbo].[SelectedEvents],Output,EventOccurence,INT,Ordinal count of repeated occurrences of that event name in the case.,
[dbo].[SelectedEvents],Output,MetricActualValue,FLOAT,Observed metric input value (if @metric ≠ 'Time Between').,
[dbo].[SelectedEvents],Output,MetricExpectedValue,FLOAT,Expected metric value (if @metric ≠ 'Time Between').,
[dbo].[SelectedEvents],Output,Rank,INT,Position of the event within its case (1 = first).,
[dbo].[SelectedEvents],Reference,OPENJSON,Built-in Function,Parses JSON text into rows.,
[dbo].[SelectedEvents],Reference,dbo.CasePropertiesParsed,Table,Parsed case-level properties.,
[dbo].[SelectedEvents],Reference,dbo.EventPropertiesParsed,Table,Parsed event-level properties.,
[dbo].[SelectedEvents],Reference,dbo.ParseEventSet,TVF,Splits event-set codes into individual event names.,
[dbo].[SelectedEvents],Reference,dbo.ParseTransforms,TVF,Parses JSON transforms into fromKey→toKey mappings.,
[dbo].[SelectedEvents],Reference,dbo.UserAccessBitmap,Scalar Function,Retrieves the current user's access bitmap for filtering.,
[dbo].[SeqProb],Input,@EndEvent,NVARCHAR(20),The subsequent event whose probability is being computed.,NULL
[dbo].[SeqProb],Input,@ModelID,INT,Identifier of the model to filter; NULL returns results for all models.,NULL
[dbo].[SeqProb],Input,@StartEvent,NVARCHAR(20),Prefix of the sequence to match; e.g. 'arrive' matches any sequence starting with 'arrive...'.,NULL
[dbo].[SeqProb],Output,ModelID,INT,Model identifier.,
[dbo].[SeqProb],Output,Prob,FLOAT,Probability of the next event given the sequence = Rows / TotalRows.,
[dbo].[SeqProb],Output,Rows,INT,Count of occurrences of this particular sequence→nextEvent transition.,
[dbo].[SeqProb],Output,Seq,NVARCHAR(2000),The event sequence string (comma-delimited).,
[dbo].[SeqProb],Output,SeqKey,INT,Surrogate key of the sequence within ModelSequences.,
[dbo].[SeqProb],Output,TotalRows,FLOAT,Total count of all matching sequence→nextEvent transitions for the model.,
[dbo].[SeqProb],Output,nextEvent,NVARCHAR(20),The event that follows the sequence.,
[dbo].[SeqProb],Reference,STRING_AGG,Built-in Function,Used elsewhere to aggregate events into sequences.,
[dbo].[SeqProb],Reference,dbo.ModelSequences,Table,"Stores precomputed sequence statistics (Rows, SeqKey, etc.) for each model.",
[dbo].[SequenceKey],Input,@NextEvent,NVARCHAR(20),The next event in the sequence to be concatenated.,
[dbo].[SequenceKey],Input,@Seq,NVARCHAR(MAX),Comma-separated sequence of events.,
[dbo].[SequenceKey],Output,Return Value,VARBINARY(16),MD5 hash of the concatenated sequence and next-event string.,
[dbo].[SequenceProbability],Input,@ModelID,INT,Identifier of the Markov model (in ModelEvents) to use for transition probabilities.,
[dbo].[SequenceProbability],Input,@Sequence,NVARCHAR(2000),Comma-separated list of events whose joint probability is to be computed.,
[dbo].[SequenceProbability],Output,Return Value,FLOAT,"Computed probability of the full sequence; if the sequence is length 1, returns its stationary probability.",
[dbo].[SequenceProbability],Reference,dbo.ModelEvents,Table,First-order transition probabilities (EventA→EventB).,
[dbo].[SequenceProbability],Reference,dbo.Model_Stationary_Distribution,Table-Valued Function,Provides stationary (eigenvector) probability for each event in the model.,
[dbo].[SequenceProbability],Reference,string_split,Built-in TVF,Splits the input CSV sequence into individual event rows.,
[dbo].[SequenceSegments],Input,@ByCase,BIT,1 to partition events by CaseID; 0 to treat all as a single sequence.,1
[dbo].[SequenceSegments],Input,@EndDateTime,DATETIME,Upper bound of event dates; defaults to '2050-12-31' if NULL.,NULL
[dbo].[SequenceSegments],Input,@EndEvent,NVARCHAR(20),Name of the event at which sequences must end.,NULL
[dbo].[SequenceSegments],Input,@EventSet,NVARCHAR(MAX),Comma‐delimited list or code referencing ParseEventSet to restrict which events are considered.,NULL
[dbo].[SequenceSegments],Input,@FilterProperties,NVARCHAR(MAX),JSON to filter which cases are included via CasePropertiesParsed.,NULL
[dbo].[SequenceSegments],Input,@Metric,NVARCHAR(20),Metric name for time calculation; defaults to 'Time Between'.,'Time Between'
[dbo].[SequenceSegments],Input,@StartDateTime,DATETIME,Lower bound of event dates; defaults to '1900-01-01' if NULL.,NULL
[dbo].[SequenceSegments],Input,@StartEvent,NVARCHAR(20),Name of the event at which sequences must begin.,NULL
[dbo].[SequenceSegments],Input,@enumerate_multiple_events,INT,"If >0, disambiguates repeated events by appending an occurrence index.",0
[dbo].[SequenceSegments],Input,@transforms,NVARCHAR(MAX),JSON or code for event renaming via ParseTransforms.,NULL
[dbo].[SequenceSegments],Output,CaseID_List,NVARCHAR(MAX),Comma-delimited list of CaseIDs where the sequence is found.,
[dbo].[SequenceSegments],Output,Cases,INT,Count of distinct cases in which the sequence occurs.,
[dbo].[SequenceSegments],Output,Seq,NVARCHAR(2000),Comma-delimited sequence of events from start to end.,
[dbo].[SequenceSegments],Output,SeqAvg,FLOAT,Average elapsed minutes for the sequence.,
[dbo].[SequenceSegments],Output,SeqMax,FLOAT,Maximum elapsed minutes for the sequence.,
[dbo].[SequenceSegments],Output,SeqMin,FLOAT,Minimum elapsed minutes for the sequence.,
[dbo].[SequenceSegments],Output,SeqStDev,FLOAT,Standard deviation of elapsed minutes across all cases for this sequence.,
[dbo].[SequenceSegments],Output,SeqSum,FLOAT,Sum of elapsed minutes across all cases for the sequence.,
[dbo].[SequenceSegments],Reference,dbo.SelectedEvents,Table-Valued Function,"Filters, orders, and enriches raw event data per model parameters.",
[dbo].[Sequences],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all events as one sequence.,1
[dbo].[Sequences],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON filters for CasePropertiesParsed.,NULL
[dbo].[Sequences],Input,@EndDateTime,DATETIME,Inclusive upper bound; defaults to '2050-12-31' if NULL.,NULL
[dbo].[Sequences],Input,@EventFilterProperties,NVARCHAR(MAX),JSON filters for EventPropertiesParsed.,NULL
[dbo].[Sequences],Input,@EventSet,NVARCHAR(MAX),Comma-separated events or code referencing dbo.ParseEventSet.,NULL
[dbo].[Sequences],Input,@ForceRefresh,BIT,0 to use cache when available; 1 to recalculate always.,0
[dbo].[Sequences],Input,@Metric,NVARCHAR(20),Metric name in dbo.Metrics; defaults to 'Time Between' if NULL.,NULL
[dbo].[Sequences],Input,@StartDateTime,DATETIME,Inclusive lower bound; defaults to '1900-01-01' if NULL.,NULL
[dbo].[Sequences],Input,@enumerate_multiple_events,INT,"When >0, appends sequence numbers to duplicate events in a case.",NULL
[dbo].[Sequences],Input,@transforms,NVARCHAR(MAX),JSON or code mapping of event rename transformations.,NULL
[dbo].[Sequences],Output,Cases,INT,Distinct cases containing the sequence.,
[dbo].[Sequences],Output,ExitRows,INT,Count where nextEvent does not exist (sequence end).,
[dbo].[Sequences],Output,FromCache,BIT,1 if returned from cache table; 0 if computed on the fly.,
[dbo].[Sequences],Output,HopAvg,FLOAT,Avg individual hop time.,
[dbo].[Sequences],Output,HopMax,FLOAT,Max individual hop time.,
[dbo].[Sequences],Output,HopMin,FLOAT,Min individual hop time.,
[dbo].[Sequences],Output,HopStDev,FLOAT,Std. dev. of individual hop times (lastEvent→nextEvent).,
[dbo].[Sequences],Output,ModelID,INT,Identifier of the Markov model used or created.,
[dbo].[Sequences],Output,Prob,FLOAT,Conditional probability = Rows / TotalRows.,
[dbo].[Sequences],Output,Rows,INT,Occurrences of that sequence immediately followed by nextEvent.,
[dbo].[Sequences],Output,Seq,NVARCHAR(2000),Comma-delimited event sequence from case start.,
[dbo].[Sequences],Output,SeqAvg,FLOAT,Avg total time for that sequence.,
[dbo].[Sequences],Output,SeqMax,FLOAT,Max total time for that sequence.,
[dbo].[Sequences],Output,SeqMin,FLOAT,Min total time for that sequence.,
[dbo].[Sequences],Output,SeqStDev,FLOAT,Std. dev. of total time from sequence start to nextEvent.,
[dbo].[Sequences],Output,SeqSum,FLOAT,Sum of total times for that sequence.,
[dbo].[Sequences],Output,TotalRows,INT,Total occurrences of that sequence across all cases.,
[dbo].[Sequences],Output,lastEvent,NVARCHAR(20),Final event in the sequence.,
[dbo].[Sequences],Output,length,INT,Number of events in the sequence.,
[dbo].[Sequences],Output,nextEvent,NVARCHAR(20),Event immediately following the sequence.,
[dbo].[Sequences],Reference,dbo.ModelID,Scalar Function,Retrieves or inserts a Markov model entry for given parameters.,
[dbo].[Sequences],Reference,dbo.ModelSequences,Table,Cached sequence statistics for prior calls.,
[dbo].[Sequences],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches EventsFact per model parameters.,
[dbo].[Sequences],Reference,dbo.SetDefaultModelParameters,Table-Valued Function,"Applies defaults to date range, metric, order, and enumeration flags.",
[dbo].[SetUserAccessBitmap],Input,@AccessBitmap,BIGINT,Bitmap value representing the user’s permissions.,NULL
[dbo].[SetUserAccessBitmap],Input,@DisplayAccessDetail,BIT,1 to return detailed granted permissions via DecodeAccessBitmap; 0 to suppress.,0
[dbo].[SetUserAccessBitmap],Input,@SUSER_NAME,NVARCHAR(50),Login name; defaults to current SUSER_NAME().,NULL
[dbo].[SetUserAccessBitmap],Input,@UserID,INT,OUTPUT. The UserID of the inserted or updated user.,NULL
[dbo].[SetUserAccessBitmap],Output,Return Resultset,Table,"When @DisplayAccessDetail=1, returns rows of AccessID, Description, Granted (bit).",
[dbo].[SetUserAccessBitmap],Reference,dbo.DecodeAccessBitmap,Table-Valued Function,Decodes a bitmap into individual permission flags.,
[dbo].[SetUserAccessBitmap],Reference,dbo.UserID,Scalar Function,Looks up or creates a UserID based on login name.,
[dbo].[SetUserAccessBitmap],Reference,dbo.Users,Table,Stores user login names and their AccessBitmap.,
[dbo].[SortKeyValueJSON],Input,@JSON,NVARCHAR(4000),A JSON-formatted string representing an object of key/value pairs.,NULL
[dbo].[SortKeyValueJSON],Output,Return Value,NVARCHAR(MAX),"A JSON string with entries sorted lexically by key, e.g. '{""ally"":""smith"",""barry"":""carter"",""harry"":""Carry""}'. Returns NULL if input is not valid JSON.",
[dbo].[SortKeyValueJSON],Reference,OPENJSON,Built-in TVF,Used to parse the input JSON into key/value rows.,
[dbo].[SourceID],Input,@DatabaseName,NVARCHAR(400),"Name of the database within the server (e.g., 'Stocks').",NULL
[dbo].[SourceID],Input,@ServerName,NVARCHAR(400),"Name of the SQL Server instance (e.g., 'DESKTOP-N5ISJJF\MSSQLSERVER01').",NULL
[dbo].[SourceID],Output,Return Value,INT,"The matching SourceID from dbo.Sources, or NULL if no matching row exists.",
[dbo].[SourceID],Reference,dbo.Sources,Table,"Stores registered data sources, keyed by ServerName and DatabaseName.",
[dbo].[TimeIntelligenceWindow],Input,@AsOfDateTime,DATETIME,Reference datetime used to calculate the requested time window.,NULL
[dbo].[TimeIntelligenceWindow],Input,@FuncCode,VARCHAR(30),"Code indicating the time window to return. Examples include HOUR, DAY, WEEK, MONTH, QUARTER, YEAR, DTD, WTD, MTD, QTD, YTD, PREVMONTH, PREVYEAR, NEXTMONTH, LAGDAY, LAGMONTH, LEADQTR, ROLLINGDAYS, ROLLINGMONTHS, NMTD, NQTD, and NYTD.",'DAY'
[dbo].[TimeIntelligenceWindow],Input,@Units,INT,Offset or magnitude depending on FuncCode. For lag and lead codes it is the number of periods to shift. For rolling codes it is the number of periods in the rolling window. Ignored for many current-period and to-date codes.,0
[dbo].[TimeIntelligenceWindow],Output,AsOfDateTime,DATETIME,Reference datetime passed into the function.,
[dbo].[TimeIntelligenceWindow],Output,FuncCode,VARCHAR(30),Normalized function code actually applied.,
[dbo].[TimeIntelligenceWindow],Output,Grain,VARCHAR(20),"Primary grain associated with the calculation, such as HOUR, DAY, WEEK, MONTH, QUARTER, YEAR, or ROLLING.",
[dbo].[TimeIntelligenceWindow],Output,Units,INT,Units value passed into the function.,
[dbo].[TimeIntelligenceWindow],Output,WindowEnd,DATETIME,Exclusive end of the computed time window.,
[dbo].[TimeIntelligenceWindow],Output,WindowLabel,VARCHAR(200),Human-readable label describing the computed time window.,
[dbo].[TimeIntelligenceWindow],Output,WindowStart,DATETIME,Inclusive start of the computed time window.,
[dbo].[TransformsKey],Input,@Transforms,NVARCHAR(MAX),"JSON object of event transform mappings (e.g. {""source"":""target"",…}).",NULL
[dbo].[TransformsKey],Output,Return Value,VARBINARY(16),"MD5 hash of the sorted, concatenated key:value pairs.",
[dbo].[TransformsKey],Reference,dbo.ParseTransforms,Table-Valued Function,Splits the JSON into rows of fromkey and tokey.,
[dbo].[UpdateCaseFromEvents],Input,@CaseID,INT,Identifier of the case to update; NULL to update all cases.,NULL
[dbo].[UpdateCaseFromEvents],Output,Updated Rows,N/A,Number of cases updated.,
[dbo].[UpdateCaseFromEvents],Reference,dbo.Cases,Table,Target table where case summary fields are stored.,
[dbo].[UpdateCaseFromEvents],Reference,dbo.EventsFact,Table,Source table of event records used to compute counts and date ranges.,
[dbo].[UpdateTransform],Input,@Code,NVARCHAR(20),Short code or identifier for this transforms set.,NULL
[dbo].[UpdateTransform],Input,@Dessciption,NVARCHAR(500),New descriptive text for the transforms set.,NULL
[dbo].[UpdateTransform],Input,@Transforms,NVARCHAR(MAX),JSON mapping definitions for event name transformations.,NULL
[dbo].[UpdateTransform],Input,@Transformskey,VARBINARY(16),OUTPUT. The MD5 key computed for the transforms JSON.,OUTPUT
[dbo].[UpdateTransform],Output,ProcErrorLog Entry,Table,A record inserted indicating the transforms update event.,
[dbo].[UpdateTransform],Reference,dbo.ProcErrorLog,Table,Procedure error/event logging table used to record the update.,
[dbo].[UpdateTransform],Reference,dbo.Transforms,Table,Stores distinct transforms JSON payloads keyed by TransformsKey.,
[dbo].[UpdateTransform],Reference,dbo.TransformsKey,Scalar Function,Generates the canonical VARBINARY key for the transforms JSON.,
[dbo].[UserID],Input,@SUSER_NAME,NVARCHAR(50),Windows login name; NULL to use CURRENT_USER via SUSER_NAME().,NULL
[dbo].[UserID],Output,Return Value,INT,"The matching UserID from dbo.Users, or NULL if not found.",
[dbo].[UserID],Reference,dbo.Users,Table,Holds application user records with SUSER_NAME and UserID columns.,
[dbo].[bigint_to_binary_string],Input,@num,BIGINT,The integer value to convert to binary.,
[dbo].[bigint_to_binary_string],Output,Return Value,VARCHAR(64),"Binary string (length 62) representing the bits of the input value, reversed into human-readable order.",
[dbo].[get_semantic_web_llm_values],Input,@IncludeEventsAndCases,BIT,1 to include EventsFact rows with their properties as additional entries; 0 to skip them.,0
[dbo].[get_semantic_web_llm_values],Output,Code,NVARCHAR(50),Value of the code/key for the row.,
[dbo].[get_semantic_web_llm_values],Output,CodeColumn,NVARCHAR(128),Name of the column holding the code/key.,
[dbo].[get_semantic_web_llm_values],Output,Description,NVARCHAR(MAX),Text description or embedding-prompt fragment.,
[dbo].[get_semantic_web_llm_values],Output,IRI,NVARCHAR(1000),"Linked data IRI, if present.",
[dbo].[get_semantic_web_llm_values],Output,ObjectName,NVARCHAR(500),"Schema-qualified table, view, procedure, function, or dimension object name.",
[dbo].[get_semantic_web_llm_values],Output,Type,NVARCHAR(50),"Object category: Table, Column, View, or Table Row for dynamic entries.",
[dbo].[get_semantic_web_llm_values],Reference,EventProperties,User Table,Raw event-level properties.,
[dbo].[get_semantic_web_llm_values],Reference,EventSets,User Table,Defines named event-set codes and descriptions.,
[dbo].[get_semantic_web_llm_values],Reference,EventsFact,User Table,Fact table of event occurrences.,
[dbo].[get_semantic_web_llm_values],Reference,SourceColumns,User Table,Columns metadata for each source.,
[dbo].[get_semantic_web_llm_values],Reference,Sources,User Table,Registered external data sources and metadata.,
[dbo].[get_semantic_web_llm_values],Reference,sys.columns,System View,Catalog of table and view columns.,
[dbo].[get_semantic_web_llm_values],Reference,sys.extended_properties,System View,Stores MS_Description and other metadata.,
[dbo].[get_semantic_web_llm_values],Reference,sys.objects,System View,Catalog of all schema-scoped objects.,
[dbo].[get_semantic_web_llm_values],Reference,sys.sql_modules,System View,Definition text of programmable objects.,
[dbo].[get_semantic_web_llm_values],Reference,sys.tables,System View,Catalog of user tables.,
[dbo].[get_semantic_web_llm_values],Reference,sys.views,System View,Catalog of view definitions.,
[dbo].[sp_AdjacencyMatrix],Input,@EventSet,NVARCHAR(MAX),Comma-separated list or code defining the set of events to include.,NULL
[dbo].[sp_AdjacencyMatrix],Input,@SessionID,UNIQUEIDENTIFIER,"Optional session identifier for WORK.MarkovProcess rows. If NULL, one is generated.",NULL
[dbo].[sp_AdjacencyMatrix],Input,@enumerate_multiple_events,INT,1 to treat repeated events separately; 0 to collapse duplicates.,0
[dbo].[sp_AdjacencyMatrix],Input,@transforms,NVARCHAR(MAX),Optional event-mapping JSON or code for normalizing event names.,NULL
[dbo].[sp_AdjacencyMatrix],Output,Event1A_Rows,FLOAT,Total number of occurrences of EventA across all outgoing transitions.,
[dbo].[sp_AdjacencyMatrix],Output,EventA,NVARCHAR(50),The source event of the transition.,
[dbo].[sp_AdjacencyMatrix],Output,EventB,NVARCHAR(50),The target event of the transition.,
[dbo].[sp_AdjacencyMatrix],Output,count,FLOAT,Raw count of EventA→EventB transitions.,
[dbo].[sp_AdjacencyMatrix],Output,probability,FLOAT,P(B|A) = count(A→B) / total count of A.,
[dbo].[sp_AdjacencyMatrix],Reference,WORK.MarkovProcess,Table,"Stores computed transition rows, including Event1A, EventB, Rows, Prob, and SessionID.",
[dbo].[sp_AdjacencyMatrix],Reference,dbo.MarkovProcess2,Stored Procedure,Builds Markov transition rows into WORK.MarkovProcess for a supplied SessionID.,
[dbo].[sp_CaseCharacteristics],Input,@ModelID,INT,Identifier of the model whose characteristics are to be returned.,NULL
[dbo].[sp_CaseCharacteristics],Output,Attribute,NVARCHAR(50),Metric name for anomalies or property name for case properties.,
[dbo].[sp_CaseCharacteristics],Output,CaseID,INT,Identifier of the case.,
[dbo].[sp_CaseCharacteristics],Output,Category,NVARCHAR(50),AnomalyCode for anomalies or CaseProperty for properties.,
[dbo].[sp_CaseCharacteristics],Output,EventA,NVARCHAR(20),Name of event A for anomalies; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,EventAIsEntry,BIT,Flag if EventA is entry; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,EventB,NVARCHAR(20),Name of event B for anomalies; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,EventBIsExit,BIT,Flag if EventB is exit; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,EventIDA,INT,Event A ID for anomaly pairs; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,EventIDB,INT,Event B ID for anomaly pairs; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,ModelID,INT,Model identifier for anomaly rows; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,PropertyValueAlpha,NVARCHAR(1000),Text value of case property; NULL for anomalies.,
[dbo].[sp_CaseCharacteristics],Output,PropertyValueNumeric,FLOAT,Numeric value of case property; NULL for anomalies.,
[dbo].[sp_CaseCharacteristics],Output,metric_value,FLOAT,Raw anomaly metric value; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,metric_zscore,FLOAT,Z-score of the anomaly metric; NULL for case properties.,
[dbo].[sp_CaseCharacteristics],Output,transistion_prob,FLOAT,Anomaly transition probability; NULL for case properties.,
[dbo].[sp_CompareEventProximities],Input,@CaseFilterProperties1,NVARCHAR(MAX),JSON case filter for the first tuple-defined population.,NULL
[dbo].[sp_CompareEventProximities],Input,@CaseFilterProperties2,NVARCHAR(MAX),JSON case filter for the second tuple-defined population.,NULL
[dbo].[sp_CompareEventProximities],Input,@EndDateTime,DATETIME,Upper bound of event dates; defaults to '2050-12-31' if NULL.,NULL
[dbo].[sp_CompareEventProximities],Input,@StartDateTime,DATETIME,Lower bound of event dates; defaults to '1900-01-01' if NULL.,NULL
[dbo].[sp_CompareEventProximities],Output,CaseID,INT,Case identifier of the selected event.,
[dbo].[sp_CompareEventProximities],Output,Event,NVARCHAR(20),Event name from WORK.SelectedEvents.,
[dbo].[sp_CompareEventProximities],Output,EventDate,DATETIME,Timestamp of the selected event.,
[dbo].[sp_CompareEventProximities],Output,EventID,BIGINT,Event identifier for the selected event.,
[dbo].[sp_CompareEventProximities],Output,PropertyName,NVARCHAR(200),Name of the parsed event property.,
[dbo].[sp_CompareEventProximities],Output,PropertyValueAlpha,NVARCHAR(MAX),"Alpha/string value of the property, if applicable.",
[dbo].[sp_CompareEventProximities],Output,PropertyValueNumeric,FLOAT,"Numeric value of the property, if applicable.",
[dbo].[sp_CompareEventProximities],Output,SessionID,UNIQUEIDENTIFIER,Session identifier indicating which tuple-defined population the row came from.,
[dbo].[sp_CompareEventProximities],Output,SourceColumn,NVARCHAR(200),Source column name from metadata tables.,
[dbo].[sp_CompareEventProximities],Output,SourceColumnIsKey,BIT,Indicates whether the source column is marked as a key.,
[dbo].[sp_CompareEventProximities],Output,SourceServer,NVARCHAR(200),Source server name from metadata tables.,
[dbo].[sp_CompareEventProximities],Output,SourceTableName,NVARCHAR(200),Source table name from metadata tables.,
[dbo].[sp_CompareEventProximities],Reference,WORK.SelectedEvents,Table,Session-scoped selected event rows.,
[dbo].[sp_CompareEventProximities],Reference,[dbo].EventPropertiesParsed,Table,Parsed event properties joined back to selected events.,
[dbo].[sp_CompareEventProximities],Reference,[dbo].SourceColumns,Table,Metadata about source columns.,
[dbo].[sp_CompareEventProximities],Reference,[dbo].Sources,Table,Metadata about source systems.,
[dbo].[sp_CompareEventProximities],Reference,[dbo].sp_SelectedEvents,Stored Procedure,Selects events into WORK.SelectedEvents for a specific session.,
[dbo].[sp_ConditionalProbabilityTable],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON of case-level filter properties.,
[dbo].[sp_ConditionalProbabilityTable],Input,@EndDateTime,DATETIME,Upper bound for event dates.,
[dbo].[sp_ConditionalProbabilityTable],Input,@EventFilterProperties,NVARCHAR(MAX),JSON of event-level filter properties.,
[dbo].[sp_ConditionalProbabilityTable],Input,@EventSet,NVARCHAR(MAX),"Optional CSV of all events; if NULL, union of SeqA and SeqB.",
[dbo].[sp_ConditionalProbabilityTable],Input,@GroupType,NVARCHAR(10),"Grouping key: 'CASEID','DAY','MONTH','YEAR'.",
[dbo].[sp_ConditionalProbabilityTable],Input,@SeqA,NVARCHAR(MAX),CSV list defining sequence A.,
[dbo].[sp_ConditionalProbabilityTable],Input,@SeqB,NVARCHAR(MAX),CSV list defining sequence B.,
[dbo].[sp_ConditionalProbabilityTable],Input,@StartDateTime,DATETIME,Lower bound for event dates.,
[dbo].[sp_ConditionalProbabilityTable],Input,@transforms,NVARCHAR(MAX),Optional JSON for normalizing event names.,
[dbo].[sp_ConditionalProbabilityTable],Output,GroupTypeKey,INT,CaseID or time bucket key per GroupType grouping.,
[dbo].[sp_ConditionalProbabilityTable],Output,a,INT,Count of sequence-A events per GroupTypeKey.,
[dbo].[sp_ConditionalProbabilityTable],Output,b,INT,Count of sequence-B events per GroupTypeKey.,
[dbo].[sp_ConditionalProbabilityTable],Reference,STRING_SPLIT,Built-in TVF,Splits CSV into rows.,
[dbo].[sp_ConditionalProbabilityTable],Reference,dbo.EventSetByCode,Scalar Function,Resolves EventSet code to CSV of events.,
[dbo].[sp_ConditionalProbabilityTable],Reference,dbo.SelectedEvents,Table-Valued Function,Retrieves filtered events for given parameters.,
[dbo].[sp_DrillThroughToModelEvents],Input,@ModelID,INT,Identifier of the model whose component events should be returned.,
[dbo].[sp_DrillThroughToModelEvents],Output,CaseID,INT,Case identifier associated with the event.,
[dbo].[sp_DrillThroughToModelEvents],Output,Event,NVARCHAR(20),Name of the event.,
[dbo].[sp_DrillThroughToModelEvents],Output,EventDate,DATETIME,Timestamp when the event occurred.,
[dbo].[sp_DrillThroughToModelEvents],Output,EventOccurence,BIGINT,Count of how many times this event has occurred in the sequence.,
[dbo].[sp_DrillThroughToModelEvents],Output,MetricActualValue,FLOAT,Observed metric value at the time of the event.,
[dbo].[sp_DrillThroughToModelEvents],Output,MetricExpectedValue,FLOAT,Expected metric value for the event based on the model.,
[dbo].[sp_DrillThroughToModelEvents],Output,Rank,INT,Sequential position of the event within its case.,
[dbo].[sp_DrillThroughToModelEvents],Reference,dbo.EventSets,Table,Defines which events comprise each model's event set.,
[dbo].[sp_DrillThroughToModelEvents],Reference,dbo.Metrics,Table,Defines available metric types and methods.,
[dbo].[sp_DrillThroughToModelEvents],Reference,dbo.Models,Table,Stores model configuration parameters.,
[dbo].[sp_DrillThroughToModelEvents],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches raw EventsFact according to model parameters.,
[dbo].[sp_DrillThroughToModelEvents],Reference,dbo.Transforms,Table,Optional event mapping transformations applied before model computation.,
[dbo].[sp_ModelDrillThrough],Input,@EventA,NVARCHAR(20),Optional filter for the first event; null returns all.,
[dbo].[sp_ModelDrillThrough],Input,@EventB,NVARCHAR(20),Optional filter for the subsequent event; null returns all.,
[dbo].[sp_ModelDrillThrough],Input,@ModelID,INT,Identifier of the Markov model to drill through.,
[dbo].[sp_ModelDrillThrough],Output,CaseID,INT,Case identifier.,
[dbo].[sp_ModelDrillThrough],Output,EventA,NVARCHAR(20),Name of the first event in the pair.,
[dbo].[sp_ModelDrillThrough],Output,EventA_ID,INT,Internal EventID of EventA.,
[dbo].[sp_ModelDrillThrough],Output,EventA_SourceColumnID,INT,ID of EventA for use in linking to semantic layer,
[dbo].[sp_ModelDrillThrough],Output,EventB,NVARCHAR(20),Name of the subsequent event in the pair.,
[dbo].[sp_ModelDrillThrough],Output,EventB_ID,INT,Internal EventID of EventB.,
[dbo].[sp_ModelDrillThrough],Output,EventDate_A,DATETIME,Timestamp of EventA.,
[dbo].[sp_ModelDrillThrough],Output,EventDate_B,DATETIME,Timestamp of EventB.,
[dbo].[sp_ModelDrillThrough],Output,EventOccurence,INT,Count of occurrences of EventB up to that rank.,
[dbo].[sp_ModelDrillThrough],Output,Minutes,FLOAT,Elapsed time in minutes between EventA and EventB.,
[dbo].[sp_ModelDrillThrough],Output,Rank,INT,Sequential rank of EventB within its case.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.EventSets,Table,Defines event-set groupings for models.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.Metrics,Table,Lookup of metric names and methods.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.Models,Table,Stores Markov model definitions and parameters.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches EventsFact per model parameters.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.Transforms,Table,Optional event mapping transformations.,
[dbo].[sp_ModelDrillThrough],Reference,dbo.UserAccessBitmap,Scalar Function,Retrieves current user access bitmap for filtering.,
[dbo].[sp_SelectEventsbyProperties],Input,@EndDateTime,DATETIME,"Optional upper datetime bound. If NULL, dbo.SetDefaultModelParameters supplies the effective default end datetime.",NULL
[dbo].[sp_SelectEventsbyProperties],Input,@EventFilterProperties,NVARCHAR(1000),JSON object containing property filters. Property names are required for matching; values are parsed into numeric or alpha form but are not currently used in the filtering predicate.,
[dbo].[sp_SelectEventsbyProperties],Input,@EventSet,NVARCHAR(MAX),Required event-set expression or code. Parsed by dbo.ParseEventSet into the list of eligible event names.,
[dbo].[sp_SelectEventsbyProperties],Input,@StartDateTime,DATETIME,"Optional lower datetime bound. If NULL, dbo.SetDefaultModelParameters supplies the effective default start datetime.",NULL
[dbo].[sp_SelectEventsbyProperties],Output,CaseID,INT,Identifier of the case containing the matching event.,
[dbo].[sp_SelectEventsbyProperties],Output,Event,NVARCHAR(20),Event name for the matching occurrence.,
[dbo].[sp_SelectEventsbyProperties],Output,EventDate,DATETIME,Datetime of the matching event occurrence.,
[dbo].[sp_SelectEventsbyProperties],Output,EventID,BIGINT,Identifier of the matching event occurrence.,
